Time,hip.X,hip.Y,hip.Z,lButtock.X,lButtock.Y,lButtock.Z,lThigh.X,lThigh.Y,lThigh.Z,lShin.X,lShin.Y,lShin.Z,lFoot.X,lFoot.Y,lFoot.Z,lFootEnd.X,lFootEnd.Y,lFootEnd.Z,rButtock.X,rButtock.Y,rButtock.Z,rThigh.X,rThigh.Y,rThigh.Z,rShin.X,rShin.Y,rShin.Z,rFoot.X,rFoot.Y,rFoot.Z,rFootEnd.X,rFootEnd.Y,rFootEnd.Z,abdomen.X,abdomen.Y,abdomen.Z,chest.X,chest.Y,chest.Z,lCollar.X,lCollar.Y,lCollar.Z,lShldr.X,lShldr.Y,lShldr.Z,lForeArm.X,lForeArm.Y,lForeArm.Z,lHand.X,lHand.Y,lHand.Z,lPinky1.X,lPinky1.Y,lPinky1.Z,lPinky2.X,lPinky2.Y,lPinky2.Z,lPinky2End.X,lPinky2End.Y,lPinky2End.Z,lRing1.X,lRing1.Y,lRing1.Z,lRing2.X,lRing2.Y,lRing2.Z,lRing2End.X,lRing2End.Y,lRing2End.Z,lMid1.X,lMid1.Y,lMid1.Z,lMid2.X,lMid2.Y,lMid2.Z,lMid2End.X,lMid2End.Y,lMid2End.Z,lIndex1.X,lIndex1.Y,lIndex1.Z,lIndex2.X,lIndex2.Y,lIndex2.Z,lIndex2End.X,lIndex2End.Y,lIndex2End.Z,lThumb1.X,lThumb1.Y,lThumb1.Z,lThumb2.X,lThumb2.Y,lThumb2.Z,lThumb2End.X,lThumb2End.Y,lThumb2End.Z,rCollar.X,rCollar.Y,rCollar.Z,rShldr.X,rShldr.Y,rShldr.Z,rForeArm.X,rForeArm.Y,rForeArm.Z,rHand.X,rHand.Y,rHand.Z,rPinky1.X,rPinky1.Y,rPinky1.Z,rPinky2.X,rPinky2.Y,rPinky2.Z,rPinky2End.X,rPinky2End.Y,rPinky2End.Z,rRing1.X,rRing1.Y,rRing1.Z,rRing2.X,rRing2.Y,rRing2.Z,rRing2End.X,rRing2End.Y,rRing2End.Z,rMid1.X,rMid1.Y,rMid1.Z,rMid2.X,rMid2.Y,rMid2.Z,rMid2End.X,rMid2End.Y,rMid2End.Z,rIndex1.X,rIndex1.Y,rIndex1.Z,rIndex2.X,rIndex2.Y,rIndex2.Z,rIndex2End.X,rIndex2End.Y,rIndex2End.Z,rThumb1.X,rThumb1.Y,rThumb1.Z,rThumb2.X,rThumb2.Y,rThumb2.Z,rThumb2End.X,rThumb2End.Y,rThumb2End.Z,neck.X,neck.Y,neck.Z,head.X,head.Y,head.Z,rightEye.X,rightEye.Y,rightEye.Z,rightEyeEnd.X,rightEyeEnd.Y,rightEyeEnd.Z,leftEye.X,leftEye.Y,leftEye.Z,leftEyeEnd.X,leftEyeEnd.Y,leftEyeEnd.Z
14.80832741,-6.01309,177.771,1.98721,0.0,3.88251e-19,2.03217e-16,-0.41815,0.680926,6.93114,24.8669,-0.39699,-0.0394435,18.85,2.49639,-0.753622,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-4.96609,3.71332,-3.85936,28.9119,0.412475,-0.212942,20.3346,-5.1414,1.11901,0.0,0.0,0.0,9.05283,0.889469,2.78898,-5.6268,0.28051,1.82035,1.75786e-14,-8.31067e-14,2.31279e-15,36.8941,16.9031,-84.7809,-23.878,57.5205,-26.1497,-18.6826,2.72235,0.442969,-1.13547e-09,-1.04266e-09,-2.85979e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,-1.13547e-09,-1.04266e-09,-2.85989e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,-1.13547e-09,-1.04266e-09,-2.85979e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,-1.13547e-09,-1.04264e-09,-2.85989e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,-1.13547e-09,-1.04266e-09,-2.85978e-10,-1.90842e-09,-1.80791e-09,-4.74705e-10,0.0,0.0,0.0,1.75813e-14,-8.29421e-14,2.34717e-15,33.8523,-12.2363,77.8854,-23.0601,56.2186,-25.8371,-8.44497,-1.19537,-0.0864292,-2.41764e-10,1.32198e-09,-2.59871e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-2.41765e-10,1.32197e-09,-2.59861e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-2.41766e-10,1.32197e-09,-2.59866e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-2.41762e-10,1.32194e-09,-2.59864e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-2.41763e-10,1.32197e-09,-2.59867e-10,-3.83779e-10,2.2825e-09,-4.60058e-10,0.0,0.0,0.0,8.87173,-3.38856,-6.46474,-24.8035,-3.95375,9.03347,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.81666074,-5.84265,177.495,1.66899,0.0,3.88251e-19,2.03217e-16,-0.0953889,1.37094,6.68621,24.7703,-0.363816,-0.0425202,24.1647,4.56518,-1.81406,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-5.19095,3.66823,-4.18897,29.809,0.386628,-0.228773,23.7693,-6.24368,1.77752,0.0,0.0,0.0,7.80527,1.0177,2.39204,-5.0769,0.280998,2.00243,-2.23636e-14,-9.39195e-14,-1.47083e-14,36.6169,18.3537,-86.0587,-22.2782,54.8201,-25.5091,-16.9466,2.45202,0.357513,-7.43075e-10,-5.91936e-10,-2.48489e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,-7.43078e-10,-5.91929e-10,-2.48501e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,-7.43077e-10,-5.91927e-10,-2.48492e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,-7.43073e-10,-5.91915e-10,-2.48499e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,-7.43073e-10,-5.91927e-10,-2.4849e-10,-1.24569e-09,-1.02891e-09,-4.17777e-10,0.0,0.0,0.0,-2.23632e-14,-9.3727e-14,-1.46631e-14,33.8566,-13.4236,78.7571,-21.4825,53.6004,-25.1671,-7.39927,-1.04541,-0.0647838,-3.1691e-10,8.17247e-10,-6.61747e-11,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-3.1691e-10,8.1724e-10,-6.61645e-11,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-3.16911e-10,8.17234e-10,-6.61709e-11,0.965183,0.102902,2.90554,0.0,0.0,0.0,-3.16907e-10,8.17217e-10,-6.61669e-11,5.47488,0.417314,7.73091,0.0,0.0,0.0,-3.16909e-10,8.17243e-10,-6.61717e-11,-5.23228e-10,1.41192e-09,-1.21316e-10,0.0,0.0,0.0,9.18994,-3.39227,-6.72045,-24.1849,-3.99542,9.07745,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.82499407,-5.66635,177.278,1.35616,0.0,3.88251e-19,2.03217e-16,-0.0465301,2.29072,6.50308,25.1008,-0.343217,-0.0406935,28.8119,6.23635,-2.96487,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-5.6482,3.39068,-4.4971,31.0965,0.370445,-0.246911,26.4464,-7.2433,2.42654,0.0,0.0,0.0,6.78245,1.11643,1.9728,-4.61808,0.278876,2.20156,-7.10023e-14,-9.74674e-14,-3.12928e-14,36.2092,19.6419,-87.198,-20.7344,52.222,-24.8208,-15.2825,2.19914,0.289562,-5.37954e-11,5.87522e-12,-1.40232e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,-5.37963e-11,5.88325e-12,-1.40246e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,-5.37952e-11,5.88875e-12,-1.40238e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,-5.37899e-11,5.89696e-12,-1.40243e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,-5.37904e-11,5.88465e-12,-1.40235e-10,-8.11659e-11,5.19768e-12,-2.41364e-10,0.0,0.0,0.0,-7.10047e-14,-9.72438e-14,-3.12402e-14,33.7487,-14.4092,79.5109,-19.9452,51.0001,-24.4396,-6.37368,-0.899264,-0.0481259,-3.44729e-10,1.38539e-10,1.55399e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-3.44728e-10,1.38534e-10,1.55408e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-3.44729e-10,1.38528e-10,1.55401e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-3.44727e-10,1.38515e-10,1.55407e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-3.44729e-10,1.38537e-10,1.55401e-10,-5.87746e-10,2.40972e-10,2.67091e-10,0.0,0.0,0.0,9.44277,-3.4117,-6.95003,-23.6788,-4.05423,9.10055,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.8333274,-5.3507,177.184,1.12643,0.0,3.88251e-19,2.03217e-16,-0.0636483,3.11334,6.42176,25.7702,-0.345894,-0.0351445,32.396,6.51727,-3.47879,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.00891,3.06445,-4.71865,32.4475,0.369561,-0.264309,28.3139,-7.88377,2.90213,0.0,0.0,0.0,6.15692,1.16181,1.63777,-4.29576,0.268574,2.36133,-1.03366e-13,-9.07452e-14,-3.98102e-14,35.7067,20.8237,-88.2118,-19.2413,49.8534,-24.0768,-14.0192,2.01096,0.247282,3.94873e-10,3.52196e-10,-9.43273e-12,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,3.94873e-10,3.52204e-10,-9.44729e-12,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,3.94874e-10,3.52211e-10,-9.44013e-12,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,3.9488e-10,3.52218e-10,-9.44307e-12,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,3.94879e-10,3.52205e-10,-9.43671e-12,6.77903e-10,6.04928e-10,-2.16381e-11,0.0,0.0,0.0,-1.0337e-13,-9.04967e-14,-3.9756e-14,33.4941,-15.2427,80.1973,-18.4156,48.4491,-23.6266,-5.55355,-0.782978,-0.0379765,-3.56272e-10,-2.68191e-10,3.02005e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-3.56272e-10,-2.68195e-10,3.02014e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-3.56273e-10,-2.682e-10,3.02007e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-3.56271e-10,-2.6821e-10,3.02013e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-3.56273e-10,-2.68191e-10,3.02006e-10,-6.17886e-10,-4.60646e-10,5.23721e-10,0.0,0.0,0.0,9.64301,-3.44128,-7.10668,-23.2693,-4.14144,9.07824,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.84166073,-4.85467,177.257,0.974817,0.0,3.88251e-19,2.03217e-16,-0.183363,3.8503,6.46379,26.9301,-0.384337,-0.022646,34.5678,4.26926,-2.4576,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.27481,2.66903,-4.85161,33.9965,0.396476,-0.283129,28.9886,-7.85476,2.96677,0.0,0.0,0.0,6.04276,1.14411,1.37162,-4.15477,0.246704,2.47251,-1.15814e-13,-6.54157e-14,-3.32012e-14,35.1759,21.8878,-89.0782,-17.901,47.7006,-23.3362,-13.3012,1.90505,0.225545,4.86574e-10,3.15244e-10,1.44061e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,4.86575e-10,3.15254e-10,1.44048e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,4.86575e-10,3.1526e-10,1.44054e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,4.86582e-10,3.15267e-10,1.44051e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,4.86578e-10,3.15254e-10,1.44057e-10,8.35541e-10,5.42519e-10,2.43867e-10,0.0,0.0,0.0,-1.1582e-13,-6.51525e-14,-3.31532e-14,33.1229,-15.9036,80.8213,-16.9312,45.9301,-22.7513,-5.03329,-0.709381,-0.0324572,-3.35208e-10,-2.61821e-10,3.06081e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-3.35207e-10,-2.61826e-10,3.06089e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-3.35208e-10,-2.6183e-10,3.06081e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-3.35208e-10,-2.61838e-10,3.06088e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-3.3521e-10,-2.61822e-10,3.06082e-10,-5.82345e-10,-4.49282e-10,5.30698e-10,0.0,0.0,0.0,9.77777,-3.49074,-7.16894,-22.9905,-4.27905,8.99925,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.84999406,-4.25107,177.455,0.86386,0.0,3.88251e-19,2.03217e-16,-0.485192,4.64317,6.61675,28.5691,-0.451443,-0.000331944,35.5375,0.118802,-0.180996,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.59128,2.12907,-4.93084,35.8438,0.446773,-0.307608,28.6309,-7.32705,2.69283,0.0,0.0,0.0,6.32523,1.07724,1.12982,-4.15998,0.216851,2.56321,-1.20659e-13,-2.55935e-14,-1.72103e-14,34.5876,22.8135,-89.7956,-16.754,45.6527,-22.6439,-12.9349,1.85065,0.212964,4.98981e-10,1.16091e-10,3.41631e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,4.98982e-10,1.16103e-10,3.41621e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,4.98982e-10,1.16107e-10,3.41626e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,4.98989e-10,1.16114e-10,3.41624e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,4.98982e-10,1.16103e-10,3.41628e-10,8.60296e-10,2.00333e-10,5.88183e-10,0.0,0.0,0.0,-1.20666e-13,-2.53202e-14,-1.71744e-14,32.6478,-16.3752,81.3536,-15.5243,43.3946,-21.8433,-4.69912,-0.662071,-0.0285157,-2.7318e-10,-8.75941e-11,2.35855e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-2.73179e-10,-8.76003e-11,2.35863e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-2.7318e-10,-8.7604e-11,2.35855e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-2.7318e-10,-8.76104e-11,2.35861e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-2.73182e-10,-8.7597e-11,2.35857e-10,-4.73533e-10,-1.48244e-10,4.07954e-10,0.0,0.0,0.0,9.84563,-3.55925,-7.16472,-22.8379,-4.45454,8.87805,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.85832739,-3.57724,177.707,0.823514,0.0,3.88251e-19,2.03217e-16,-0.826182,5.36017,6.85436,30.3547,-0.528149,0.0292511,35.8498,-4.2942,2.3253,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.8446,1.54688,-4.93388,37.6117,0.49933,-0.335849,28.0085,-6.76708,2.38225,0.0,0.0,0.0,6.83361,0.972693,0.97541,-4.23686,0.183917,2.63302,-1.16856e-13,1.30484e-14,-3.41224e-15,33.8304,23.6418,-90.403,-15.7207,43.7097,-21.9722,-12.7413,1.82143,0.204519,4.85638e-10,-1.14559e-10,5.66899e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,4.85639e-10,-1.14546e-10,5.66893e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,4.85638e-10,-1.14544e-10,5.66897e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,4.85644e-10,-1.14536e-10,5.66894e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,4.85634e-10,-1.14546e-10,5.66897e-10,8.41704e-10,-1.95942e-10,9.8099e-10,0.0,0.0,0.0,-1.16865e-13,1.33318e-14,-3.39175e-15,32.0055,-16.7134,81.7918,-14.1609,40.8421,-20.8804,-4.42414,-0.623088,-0.0247047,-2.13203e-10,1.20901e-10,1.92175e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-2.13202e-10,1.20893e-10,1.92182e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-2.13203e-10,1.20891e-10,1.92174e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-2.13204e-10,1.20885e-10,1.9218e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-2.13205e-10,1.20896e-10,1.92178e-10,-3.67579e-10,2.11742e-10,3.30764e-10,0.0,0.0,0.0,9.87668,-3.62543,-7.12147,-22.7381,-4.62745,8.72881,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.86666072,-2.87073,177.947,0.886854,0.0,3.88251e-19,2.03217e-16,-1.06426,5.86924,7.1402,31.9545,-0.593158,0.0593203,36.2573,-7.37332,4.12426,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.92123,1.02547,-4.83189,38.9223,0.529819,-0.361101,27.8982,-6.62249,2.3004,0.0,0.0,0.0,7.39714,0.841949,0.971039,-4.31087,0.152813,2.68165,-1.03364e-13,3.4837e-14,-3.38168e-15,32.7942,24.4123,-90.9313,-14.7126,41.8868,-21.2804,-12.5416,1.7916,0.196886,5.00087e-10,-2.46003e-10,8.03487e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,5.00089e-10,-2.4599e-10,8.03483e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,5.00087e-10,-2.4599e-10,8.03486e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,5.00093e-10,-2.45981e-10,8.03484e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,5.00082e-10,-2.4599e-10,8.03486e-10,8.693e-10,-4.20616e-10,1.39197e-09,0.0,0.0,0.0,-1.03372e-13,3.51352e-14,-3.37727e-15,31.132,-16.974,82.1316,-12.805,38.2797,-19.8345,-4.08142,-0.574588,-0.020474,-1.98292e-10,2.30075e-10,2.75888e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-1.98291e-10,2.30066e-10,2.75894e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-1.98292e-10,2.30065e-10,2.75886e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-1.98294e-10,2.30059e-10,2.75892e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-1.98295e-10,2.30069e-10,2.75891e-10,-3.40609e-10,3.99952e-10,4.74407e-10,0.0,0.0,0.0,9.90098,-3.6679,-7.06658,-22.618,-4.75722,8.5662,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.87499405,-2.07742,178.189,1.09491,0.0,3.88251e-19,2.03217e-16,-1.1237,6.09177,7.48456,33.3474,-0.641039,0.0866792,37.0942,-8.60873,4.93332,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.74664,0.551523,-4.58662,39.7131,0.527135,-0.380406,28.6602,-7.07367,2.55572,0.0,0.0,0.0,8.08875,0.653239,1.17409,-4.40196,0.118837,2.70952,-7.07266e-14,3.00937e-14,-2.85043e-14,31.4231,25.1475,-91.4014,-13.7673,40.2107,-20.596,-12.3838,1.76843,0.192383,5.99872e-10,-2.16092e-10,1.11505e-09,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,5.99874e-10,-2.1608e-10,1.11504e-09,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,5.99872e-10,-2.16082e-10,1.11505e-09,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,5.99876e-10,-2.16072e-10,1.11504e-09,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,5.99867e-10,-2.16082e-10,1.11505e-09,1.0417e-09,-3.65606e-10,1.93042e-09,0.0,0.0,0.0,-7.07332e-14,3.04203e-14,-2.85204e-14,30.0816,-17.1604,82.3954,-11.4792,35.6843,-18.7183,-3.76958,-0.530561,-0.0192575,-2.62304e-10,1.46435e-10,6.22951e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-2.62304e-10,1.46427e-10,6.22956e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-2.62304e-10,1.46428e-10,6.22949e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,-2.62306e-10,1.46419e-10,6.22954e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,-2.62307e-10,1.46429e-10,6.22953e-10,-4.51778e-10,2.54575e-10,1.07397e-09,0.0,0.0,0.0,9.91253,-3.67336,-6.99703,-22.4661,-4.82286,8.36658,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.883327379999999,-1.19857,178.459,1.41599,0.0,3.88251e-19,2.03217e-16,-1.09337,6.11254,7.89547,34.6882,-0.682546,0.114183,37.9974,-8.82054,5.15697,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-6.39605,0.08457,-4.216,40.173,0.503952,-0.395133,29.824,-7.87719,3.02195,0.0,0.0,0.0,8.95995,0.411387,1.54282,-4.53661,0.0813633,2.71647,-2.256e-14,9.01053e-15,-6.98407e-14,29.7941,25.8296,-91.779,-12.9514,38.6452,-19.9624,-12.3313,1.76081,0.191244,7.42014e-10,-1.03632e-10,1.48764e-09,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.42016e-10,-1.03623e-10,1.48764e-09,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.42014e-10,-1.03626e-10,1.48764e-09,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.42017e-10,-1.03615e-10,1.48764e-09,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.42011e-10,-1.03626e-10,1.48764e-09,1.28623e-09,-1.67245e-10,2.57341e-09,0.0,0.0,0.0,-2.25633e-14,9.37394e-15,-6.98816e-14,28.8654,-17.2541,82.5822,-10.22,33.0397,-17.5582,-3.51218,-0.494237,-0.019875,-3.74835e-10,-3.94824e-11,1.14322e-09,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-3.74835e-10,-3.94887e-11,1.14323e-09,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-3.74836e-10,-3.94848e-11,1.14322e-09,0.965183,0.102902,2.90554,0.0,0.0,0.0,-3.74837e-10,-3.94975e-11,1.14323e-09,5.47488,0.417314,7.73091,0.0,0.0,0.0,-3.74837e-10,-3.94852e-11,1.14322e-09,-6.47535e-10,-6.79065e-11,1.97319e-09,0.0,0.0,0.0,9.89998,-3.65572,-6.90173,-22.3189,-4.84963,8.1307,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.89166071,-0.355164,178.703,1.78085,0.0,3.88251e-19,2.03217e-16,-1.07857,6.0443,8.32904,35.9084,-0.718432,0.140461,38.7749,-8.50188,5.04283,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-5.98111,-0.313131,-3.77558,40.3007,0.470135,-0.403001,30.9264,-8.82382,3.57388,0.0,0.0,0.0,9.80794,0.183299,1.98541,-4.65008,0.0514399,2.70171,2.25751e-14,-1.42795e-14,-1.08478e-13,27.9961,26.4397,-92.014,-12.2034,37.1249,-19.3437,-12.2287,1.74568,0.187976,8.29277e-10,1.06446e-11,1.78851e-09,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,8.29278e-10,1.06514e-11,1.7885e-09,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,8.29278e-10,1.06466e-11,1.78851e-09,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,8.29278e-10,1.0659e-11,1.7885e-09,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,8.29276e-10,1.06465e-11,1.78851e-09,1.43552e-09,3.35266e-11,3.09217e-09,0.0,0.0,0.0,2.25752e-14,-1.3887e-14,-1.08539e-13,27.3554,-17.2804,82.6498,-9.01153,30.3699,-16.3415,-3.0696,-0.43181,-0.016551,-4.82511e-10,-1.8522e-10,1.59841e-09,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-4.82512e-10,-1.85225e-10,1.59841e-09,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-4.82513e-10,-1.85219e-10,1.59841e-09,0.965183,0.102902,2.90554,0.0,0.0,0.0,-4.82513e-10,-1.85235e-10,1.59841e-09,5.47488,0.417314,7.73091,0.0,0.0,0.0,-4.82513e-10,-1.85221e-10,1.59841e-09,-8.34945e-10,-3.20784e-10,2.76031e-09,0.0,0.0,0.0,9.88539,-3.63448,-6.79593,-22.1749,-4.86615,7.91044,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
14.89999404,0.331662,178.87,2.12527,0.0,3.88251e-19,2.03217e-16,-1.18461,5.99982,8.74128,36.9391,-0.749309,0.164081,39.2232,-8.17018,4.88224,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-5.61363,-0.579931,-3.32618,40.0953,0.436085,-0.402481,31.5134,-9.67528,4.03647,0.0,0.0,0.0,10.4301,0.0369014,2.4031,-4.67762,0.0401296,2.66468,4.61177e-14,-2.56432e-14,-1.25502e-13,26.1149,26.9594,-92.0647,-11.4502,35.591,-18.6916,-11.9203,1.70014,0.177509,7.64423e-10,4.60067e-11,1.88488e-09,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.64424e-10,4.60123e-11,1.88487e-09,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.64425e-10,4.60067e-11,1.88488e-09,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.64424e-10,4.60194e-11,1.88488e-09,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.64424e-10,4.60067e-11,1.88488e-09,1.32219e-09,9.57665e-11,3.25799e-09,0.0,0.0,0.0,4.612e-14,-2.52457e-14,-1.25572e-13,25.424,-17.2695,82.555,-7.838,27.7019,-15.055,-2.20225,-0.30966,-0.00595186,-5.31959e-10,-1.48322e-10,1.7502e-09,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,-5.31961e-10,-1.48326e-10,1.75021e-09,0.731801,0.0259123,10.2786,0.0,0.0,0.0,-5.31962e-10,-1.48319e-10,1.7502e-09,0.965183,0.102902,2.90554,0.0,0.0,0.0,-5.3196e-10,-1.48338e-10,1.75021e-09,5.47488,0.417314,7.73091,0.0,0.0,0.0,-5.31961e-10,-1.48322e-10,1.7502e-09,-9.21076e-10,-2.5735e-10,3.02359e-09,0.0,0.0,0.0,9.89082,-3.62911,-6.69491,-22.0325,-4.90089,7.75801,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
